Вес сырого филе (кг),Цена за кг сырого филе (₽),Итоговый вес после приготовления (кг),Доп. затраты (30%) на 1 кг сырого (₽),Цена за кг готового филе (₽),Стоимость всего готового филе (₽)
"1,00","369,00","0,75","110,70","639,60","479,70"
