Вес сырого филе индейки (кг),Цена за кг сырого филе (₽),Итоговый вес после приготовления (кг),Доп. затраты (30%) на 1 кг сырого (₽),Цена за кг готового филе (₽),Стоимость всего готового филе (₽)
"1,00","589,00","0,75","176,70","1020,93","765,70"
