
,ПОВАР-ЗАГОТОВЩИК,ПОВАР-УНИВЕРСАЛ,ШЕФ-ПОВАР
,"
Для кого?
подойдет выпускникам профессиональных техникумов без опыта, предусмотрен быстрый карьерный рост","
Для кого?
подойдет сотрудникам с опытом приготовления блюд и пониманием процесса заготовки.
самостоятельный сотрудник, который может провести полный цикл приготовления блюд","
Для кого?
подойдет сотрудникам с опытом приготовления блюд и пониманием процесса заготовки.
самостоятельный сотрудник, который может провести полный цикл приготовления блюд, разработать меню, оптимизировать процессы кухни "
,"Стажировка 150 руб / час
1-ый день ознакомительный с 8:00 до 12:00 – без оплаты  

*Стажировка длится не менее 7 дней"
,"
Условия 
3500 руб – ставка фиксируемая за полную смену (от 8:00 до конца рабочего дня)

280 руб / час – ставка почасовая, если сотрудник отработал неполную смену (например, с 8:00 до 14:00)

*данная выплата начинается при условии прохождения стажировки, сдачи калькуляций и составов ","
Условия
4000 руб – ставка фиксируемая за полную смену (от 8:00 до конца рабочего дня)

330 руб / час – ставка почасовая, если сотрудник отработал неполную смену (например, с 8:00 до 14:00 и с 13:00 до 20:00)

*данная выплата начинается при условии прохождения стажировки, сдачи калькуляций и  составов 
**ставка обсуждается индивидуально в зависимости от квалификации (может быть поднятие до 5000 руб)","
Условия
5000–6000 руб ", 


,"РАННЕР на кухню
 Оплата 180 руб / час
  (без опыта)

 Стажировка не менее 30 часов
 Оплата 100 руб / час"
